transaction_id,transaction_date,customer_id,product_id,quantity,unit_price,branch_region
TX-000032,2026-03-21,CUST-0025,PROD-008,11,337.61,Norte
TX-000033,2026-01-15,CUST-0025,PROD-022,6,229.27,Norte
TX-000034,2026-03-03,CUST-0054,PROD-015,5,225.18,Norte
TX-000035,2026-03-03,CUST-0033,PROD-005,10,379.63,Norte
TX-000036,2026-02-16,CUST-0095,PROD-003,11,172.21,Este
TX-000037,2026-03-03,CUST-0014,PROD-019,9,389.01,Sur
TX-000038,2026-02-20,CUST-0065,PROD-001,2,191.96,Sur
TX-000039,2026-02-24,CUST-0110,PROD-015,5,157.78,Sur
TX-000040,2026-03-05,CUST-0080,PROD-008,6,212.49,Oeste
TX-000041,2026-01-03,CUST-0054,PROD-002,7,346.66,Oeste
TX-000042,2026-02-20,CUST-0125,PROD-003,5,69.81,Sur
TX-000043,2026-01-07,CUST-0131,PROD-024,9,100.44,Sur
TX-000044,2026-01-21,CUST-0134,PROD-014,1,428.88,Norte
TX-000045,2026-03-14,CUST-0025,PROD-024,7,91.34,
TX-000046,2026-02-08,CUST-0141,PROD-014,10,261.96,Norte
TX-000047,2026-01-18,CUST-0117,PROD-011,7,267.0,Sur
TX-000048,2026-01-04,CUST-0136,PROD-016,4,227.99,Sur
TX-000049,2026-03-30,CUST-0149,PROD-004,9,295.46,Sur
TX-000050,2026-03-01,CUST-0025,PROD-020,11,114.97,Norte
TX-000051,2026-01-14,CUST-0079,PROD-005,5,255.41,Oeste
TX-000052,2026-01-09,CUST-0068,PROD-022,4,176.9,Norte
TX-000053,2026-03-31,CUST-0012,PROD-021,7,302.83,Este
TX-000054,2026-02-22,CUST-0032,PROD-014,4,76.43,Norte
TX-000055,2026-01-02,CUST-0128,PROD-023,3,263.33,Norte
TX-000056,2026-03-25,CUST-0096,PROD-016,9,95.59,Oeste
TX-000057,2026-03-01,CUST-0092,PROD-018,11,136.21,Norte
TX-000058,2026-03-12,CUST-0141,PROD-007,8,110.14,Oeste
TX-000059,2026-02-13,CUST-0031,PROD-010,1,94.53,Este
TX-000060,2026-01-08,CUST-0078,PROD-007,7,374.18,Norte
TX-000061,2026-02-16,CUST-0020,PROD-001,9,139.28,
TX-000062,2026-02-04,CUST-0146,PROD-023,8,418.3,Norte
TX-000063,2026-03-19,CUST-0060,PROD-021,8,436.92,Oeste
TX-000064,2026-03-22,CUST-0134,PROD-019,6,263.5,Norte
TX-000065,2026-02-05,CUST-0093,PROD-016,11,77.21,Oeste
TX-000066,2026-02-19,CUST-0043,PROD-019,4,177.93,Norte
TX-000067,2026-01-04,CUST-0130,PROD-004,8,362.01,Sur
TX-000068,2026-01-02,CUST-0060,PROD-018,3,174.81,Este
TX-000069,2026-01-06,CUST-0031,PROD-002,9,52.85,Oeste
TX-000070,2026-02-23,CUST-0005,PROD-001,2,257.2,Oeste
TX-000071,2026-01-04,CUST-0010,PROD-015,2,382.63,Oeste
TX-000072,2026-02-23,CUST-0089,PROD-005,7,361.23,Oeste
TX-000073,2026-03-04,CUST-0130,PROD-020,10,91.18,Norte
TX-000074,2026-01-18,CUST-0126,PROD-011,4,307.65,Sur
TX-000075,2026-03-31,CUST-0011,PROD-010,10,110.92,Sur
TX-000076,2026-02-13,CUST-0056,PROD-002,8,109.92,Sur
TX-000077,2026-02-03,CUST-0083,PROD-003,9,395.22,Sur
TX-000078,2026-03-15,CUST-0137,PROD-023,7,123.61,Este
TX-000079,2026-03-03,CUST-0099,PROD-023,5,129.51,Norte
TX-000080,2026-01-14,CUST-0149,PROD-012,8,15.28,Este
TX-000081,2026-02-17,CUST-0073,PROD-020,4,393.74,Norte
TX-000082,2026-01-15,CUST-0115,PROD-005,2,359.78,Sur
TX-000083,2026-03-13,CUST-0007,PROD-005,11,287.89,Sur
TX-000084,2026-03-19,CUST-0080,PROD-006,6,341.37,Oeste
TX-000085,2026-03-28,CUST-0144,PROD-009,9,81.14,Este
TX-000086,2026-03-03,CUST-0097,PROD-002,1,214.37,Este
TX-000087,2026-02-09,CUST-0004,PROD-021,11,167.78,Norte
TX-000088,2026-03-26,CUST-0004,PROD-012,10,55.79,Este
TX-000089,2026-03-21,CUST-0103,PROD-003,7,226.47,Norte
TX-000090,2026-03-23,CUST-0040,PROD-020,10,415.52,Sur
TX-000091,2026-02-22,CUST-0017,PROD-022,9,32.43,Sur
TX-000092,2026-01-24,CUST-0101,PROD-012,10,141.79,Norte
TX-000093,2026-01-26,CUST-0103,PROD-024,9,105.28,Sur
TX-000094,2026-03-30,CUST-0124,PROD-017,10,118.59,
TX-000095,2026-03-01,CUST-0052,PROD-010,11,410.17,
TX-000096,2026-02-10,CUST-0052,PROD-024,3,218.61,Sur
TX-000097,2026-01-29,CUST-0124,PROD-014,11,217.84,Norte
TX-000098,2026-01-15,CUST-0063,PROD-023,5,345.85,Norte
TX-000099,2026-02-14,CUST-0116,PROD-017,8,82.2,Sur
TX-000100,2026-03-06,CUST-0062,PROD-018,8,226.96,Oeste
TX-000101,2026-03-30,CUST-0007,PROD-019,4,202.04,Norte
TX-000102,2026-03-12,CUST-0092,PROD-017,11,274.66,Este
TX-000103,2026-01-09,CUST-0014,PROD-014,11,449.81,Norte
TX-000104,2026-03-29,CUST-0086,PROD-009,1,349.71,
TX-000105,2026-01-01,CUST-0133,PROD-008,1,188.07,Sur
TX-000106,2026-01-08,CUST-0130,PROD-002,4,374.99,Oeste
TX-000107,2026-03-29,CUST-0062,PROD-013,6,89.26,Sur
TX-000108,2026-03-04,CUST-0149,PROD-007,8,28.25,Este
TX-000109,2026-01-11,CUST-0079,PROD-009,6,103.94,Norte
TX-000110,2026-03-22,CUST-0149,PROD-022,9,163.08,Norte
TX-000111,2026-01-08,CUST-0138,PROD-022,9,237.1,Oeste
TX-000112,2026-02-04,CUST-0058,PROD-011,2,282.58,Oeste
TX-000113,2026-02-04,CUST-0120,PROD-014,10,411.11,Oeste
TX-000114,2026-02-02,CUST-0133,PROD-004,1,236.79,Este
TX-000115,2026-01-05,CUST-0065,PROD-013,2,233.05,Oeste
TX-000116,2026-02-10,CUST-0013,PROD-002,5,36.86,Norte
TX-000117,2026-01-28,CUST-0082,PROD-023,4,30.19,Sur
TX-000118,2026-01-07,CUST-0139,PROD-005,4,254.75,Sur
TX-000119,2026-03-14,CUST-0149,PROD-011,9,205.61,Este
TX-000120,2026-03-13,CUST-0052,PROD-006,11,380.04,Sur
TX-000121,2026-01-12,CUST-0117,PROD-018,8,84.9,Norte
TX-000122,2026-02-03,CUST-0026,PROD-021,6,25.86,Este
TX-000123,2026-02-02,CUST-0034,PROD-010,1,210.33,Oeste
TX-000124,2026-02-17,CUST-0052,PROD-004,2,118.3,Sur
TX-000125,2026-01-23,CUST-0112,PROD-009,6,36.58,Norte
TX-000126,2026-03-03,CUST-0082,PROD-006,11,330.2,Norte
TX-000127,2026-03-29,CUST-0042,PROD-002,2,63.54,Norte
TX-000128,2026-02-06,CUST-0021,PROD-017,10,279.62,Sur
TX-000129,2026-02-13,CUST-0042,PROD-005,5,137.26,Este
TX-000130,2026-03-27,CUST-0141,PROD-006,5,90.47,Este
TX-000131,2026-02-04,CUST-0113,PROD-012,6,180.19,Este
TX-000132,2026-03-06,CUST-0105,PROD-023,6,363.63,Sur
TX-000133,2026-02-16,CUST-0017,PROD-021,6,185.56,Oeste
TX-000134,2026-03-19,CUST-0120,PROD-010,2,341.58,Norte
TX-000135,2026-01-03,CUST-0137,PROD-022,10,69.59,Sur
TX-000136,2026-01-01,CUST-0129,PROD-021,3,351.16,Oeste
TX-000137,2026-01-05,CUST-0130,PROD-006,6,118.07,Norte
TX-000138,2026-03-31,CUST-0060,PROD-008,8,309.67,Norte
TX-000139,2026-01-14,CUST-0048,PROD-002,11,261.11,Oeste
TX-000140,2026-01-27,CUST-0029,PROD-012,1,419.18,Sur
TX-000141,2026-01-09,CUST-0097,PROD-013,1,183.49,Este
TX-000142,2026-03-20,CUST-0010,PROD-021,11,43.78,Norte
TX-000143,2026-01-15,CUST-0058,PROD-007,2,23.33,Este
TX-000144,2026-03-31,CUST-0021,PROD-010,11,374.68,Sur
TX-000145,2026-02-11,CUST-0028,PROD-013,6,243.26,Norte
TX-000146,2026-03-18,CUST-0034,PROD-017,9,352.23,Este
TX-000147,2026-02-20,CUST-0008,PROD-021,4,116.98,Norte
TX-000148,2026-03-04,CUST-0079,PROD-014,3,165.11,Sur
TX-000149,2026-02-21,CUST-0145,PROD-002,8,28.1,Norte
TX-000150,2026-01-04,CUST-0087,PROD-022,11,433.25,Norte
TX-000151,2026-01-23,CUST-0088,PROD-011,10,305.52,Sur
TX-000152,2026-01-15,CUST-0069,PROD-001,9,420.94,Norte
TX-000153,2026-02-12,CUST-0087,PROD-019,11,130.49,Oeste
TX-000154,2026-01-29,CUST-0101,PROD-021,5,280.99,Norte
TX-000155,2026-02-05,CUST-0008,PROD-004,9,310.15,Sur
TX-000156,2026-01-13,CUST-0077,PROD-019,2,153.13,Norte
TX-000157,2026-02-01,CUST-0087,PROD-021,3,383.93,Sur
TX-000158,2026-03-12,CUST-0043,PROD-011,7,427.02,Oeste
TX-000159,2026-02-28,CUST-0129,PROD-008,7,399.91,Norte
TX-000160,2026-03-27,CUST-0109,PROD-011,6,336.49,
TX-000161,2026-01-28,CUST-0017,PROD-004,6,135.7,Norte
TX-000162,2026-03-07,CUST-0133,PROD-017,2,137.5,Este
TX-000163,2026-02-11,CUST-0148,PROD-007,10,434.06,Este
TX-000164,2026-02-14,CUST-0021,PROD-008,6,19.47,Oeste
TX-000165,2026-03-03,CUST-0058,PROD-003,4,326.48,Este
TX-000166,2026-02-26,CUST-0110,PROD-022,3,322.22,Este
TX-000167,2026-01-06,CUST-0139,PROD-002,11,285.87,Norte
TX-000168,2026-01-28,CUST-0143,PROD-023,2,445.7,Norte
TX-000169,2026-01-28,CUST-0135,PROD-015,1,150.67,Oeste
TX-000170,2026-02-13,CUST-0028,PROD-024,11,162.89,Sur
TX-000171,2026-03-25,CUST-0051,PROD-022,11,49.34,Sur
TX-000172,2026-01-30,CUST-0005,PROD-022,5,207.62,Este
TX-000173,2026-03-03,CUST-0005,PROD-005,2,128.56,Sur
TX-000174,2026-03-16,CUST-0094,PROD-024,2,164.37,
TX-000175,2026-03-30,CUST-0096,PROD-001,7,378.04,Este
TX-000176,2026-03-03,CUST-0008,PROD-004,8,421.94,Este
TX-000177,2026-01-01,CUST-0064,PROD-015,10,95.79,Oeste
TX-000178,2026-01-27,CUST-0138,PROD-020,8,177.04,Norte
TX-000179,2026-03-03,CUST-0038,PROD-019,4,418.95,Norte
TX-000180,2026-03-18,CUST-0111,PROD-003,1,41.89,Sur
TX-000181,2026-01-03,CUST-0112,PROD-020,11,55.18,Norte
TX-000182,2026-03-11,CUST-0081,PROD-011,7,85.81,Este
TX-000183,2026-03-13,CUST-0136,PROD-017,1,273.92,Oeste
TX-000184,2026-01-27,CUST-0104,PROD-013,11,80.46,Sur
TX-000185,2026-01-09,CUST-0073,PROD-011,4,436.11,Sur
TX-000186,2026-03-03,CUST-0049,PROD-002,8,209.32,
TX-000187,2026-02-06,CUST-0036,PROD-009,2,233.16,Sur
TX-000188,2026-02-20,CUST-0126,PROD-002,6,122.3,Sur
TX-000189,2026-02-13,CUST-0068,PROD-021,6,219.87,Sur
TX-000190,2026-01-24,CUST-0078,PROD-009,9,302.93,Oeste
TX-000191,2026-03-20,CUST-0105,PROD-009,5,341.76,Este
TX-000192,2026-02-28,CUST-0122,PROD-008,10,342.93,Este
TX-000193,2026-02-01,CUST-0119,PROD-017,4,266.38,Oeste
TX-000194,2026-03-29,CUST-0114,PROD-001,5,408.4,Sur
TX-000195,2026-02-21,CUST-0010,PROD-011,10,370.57,Sur
TX-000196,2026-03-03,CUST-0149,PROD-008,11,344.32,Oeste
TX-000197,2026-02-27,CUST-0140,PROD-010,5,39.19,Sur
TX-000198,2026-02-21,CUST-0091,PROD-007,8,17.99,Oeste
TX-000199,2026-01-12,CUST-0002,PROD-003,10,107.41,Oeste
TX-000200,2026-02-08,CUST-0118,PROD-003,8,303.63,Este
TX-000201,2026-01-02,CUST-0013,PROD-018,2,193.87,Este
TX-000202,2026-01-03,CUST-0095,PROD-005,7,190.05,Oeste
TX-000203,2026-02-25,CUST-0144,PROD-012,8,399.8,Oeste
TX-000204,2026-03-22,CUST-0032,PROD-012,11,404.57,Sur
TX-000205,2026-02-28,CUST-0032,PROD-019,6,410.49,Norte
TX-000206,2026-01-02,CUST-0124,PROD-006,5,151.54,Sur
TX-000207,2026-01-02,CUST-0011,PROD-002,11,315.61,Este
TX-000208,2026-02-23,CUST-0010,PROD-012,9,133.16,Sur
TX-000209,2026-03-28,CUST-0015,PROD-019,3,97.92,Este
TX-000210,2026-01-01,CUST-0017,PROD-005,10,95.32,Sur
TX-000211,2026-01-19,CUST-0146,PROD-012,4,163.82,Este
TX-000212,2026-01-02,CUST-0059,PROD-017,9,202.03,Norte
TX-000213,2026-02-22,CUST-0078,PROD-017,6,376.46,Este
TX-000214,2026-02-13,CUST-0124,PROD-010,8,67.15,Este
TX-000215,2026-03-31,CUST-0114,PROD-023,7,334.69,Norte
TX-000216,2026-02-01,CUST-0022,PROD-017,11,246.18,Sur
TX-000217,2026-03-11,CUST-0032,PROD-015,2,140.26,Este
TX-000218,2026-02-01,CUST-0113,PROD-012,3,229.38,Sur
TX-000219,2026-03-09,CUST-0120,PROD-016,1,145.47,Norte
TX-000220,2026-02-24,CUST-0149,PROD-024,9,274.3,
TX-000221,2026-03-16,CUST-0122,PROD-019,7,203.72,Este
TX-000222,2026-02-25,CUST-0032,PROD-008,1,86.52,
TX-000223,2026-01-17,CUST-0119,PROD-021,3,65.71,Sur
TX-000224,2026-02-07,CUST-0039,PROD-017,4,252.81,Sur
TX-000225,2026-01-24,CUST-0012,PROD-023,4,407.55,Oeste
TX-000226,2026-03-10,CUST-0018,PROD-005,5,164.62,Este
TX-000227,2026-03-11,CUST-0149,PROD-022,3,333.86,Este
TX-000228,2026-03-27,CUST-0141,PROD-016,3,301.52,Norte
TX-000229,2026-01-11,CUST-0149,PROD-006,1,420.23,Sur
TX-000230,2026-01-16,CUST-0126,PROD-008,7,372.13,Norte
TX-000231,2026-03-14,CUST-0136,PROD-018,11,261.47,Norte
TX-000232,2026-02-28,CUST-0046,PROD-012,10,300.81,Norte
TX-000233,2026-03-11,CUST-0104,PROD-015,1,405.8,Norte
TX-000234,2026-03-21,CUST-0135,PROD-009,2,188.79,
TX-000235,2026-01-03,CUST-0086,PROD-013,4,157.16,Norte
TX-000236,2026-01-20,CUST-0089,PROD-015,4,19.7,Este
TX-000237,2026-02-28,CUST-0022,PROD-010,5,374.55,Oeste
TX-000238,2026-02-05,CUST-0092,PROD-016,11,363.43,Este
TX-000239,2026-01-19,CUST-0029,PROD-007,2,60.44,Norte
TX-000240,2026-03-31,CUST-0013,PROD-017,4,265.93,Este
TX-000241,2026-03-08,CUST-0002,PROD-023,1,216.83,Este
TX-000242,2026-01-19,CUST-0029,PROD-021,2,66.64,Este
TX-000243,2026-01-20,CUST-0027,PROD-022,1,441.55,Este
TX-000244,2026-03-12,CUST-0050,PROD-007,10,108.39,
TX-000245,2026-02-21,CUST-0095,PROD-014,10,44.25,Este
TX-000246,2026-02-02,CUST-0088,PROD-015,4,273.76,Sur
TX-000247,2026-02-09,CUST-0044,PROD-021,4,336.41,Este
TX-000248,2026-02-08,CUST-0022,PROD-007,7,29.11,Norte
TX-000249,2026-03-23,CUST-0097,PROD-009,10,301.54,Oeste
TX-000250,2026-01-01,CUST-0003,PROD-019,11,246.55,Norte
TX-000251,2026-01-11,CUST-0118,PROD-016,11,59.92,Sur
TX-000252,2026-02-26,CUST-0019,PROD-008,9,90.05,Oeste
TX-000253,2026-03-30,CUST-0023,PROD-018,9,262.07,Este
TX-000254,2026-02-19,CUST-0030,PROD-023,5,143.92,Sur
TX-000255,2026-01-23,CUST-0039,PROD-018,10,423.17,Sur
TX-000256,2026-01-31,CUST-0108,PROD-020,1,371.15,Oeste
TX-000257,2026-02-11,CUST-0111,PROD-007,1,442.85,Sur
TX-000258,2026-01-07,CUST-0025,PROD-003,6,127.96,Oeste
TX-000259,2026-01-16,CUST-0128,PROD-018,2,436.83,Norte
TX-000260,2026-03-31,CUST-0111,PROD-010,8,202.59,Oeste
TX-000261,2026-03-01,CUST-0136,PROD-007,9,166.17,Oeste
TX-000262,2026-01-02,CUST-0106,PROD-017,4,36.9,Norte
TX-000263,2026-01-01,CUST-0144,PROD-014,5,37.95,Sur
TX-000264,2026-02-17,CUST-0072,PROD-024,11,316.02,Norte
TX-000265,2026-01-12,CUST-0129,PROD-003,8,214.2,Este
TX-000266,2026-03-10,CUST-0108,PROD-012,3,113.54,Este
TX-000267,2026-02-06,CUST-0005,PROD-013,5,282.08,Este
TX-000268,2026-02-01,CUST-0003,PROD-002,3,124.99,Norte
TX-000269,2026-01-09,CUST-0132,PROD-003,10,266.27,Norte
TX-000270,2026-01-19,CUST-0104,PROD-005,3,171.26,Norte
TX-000271,2026-02-17,CUST-0064,PROD-011,3,373.25,Sur
TX-000272,2026-03-21,CUST-0106,PROD-008,7,372.0,Este
TX-000273,2026-01-03,CUST-0098,PROD-023,7,222.65,Oeste
TX-000274,2026-01-20,CUST-0010,PROD-023,7,167.61,Este
TX-000275,2026-01-24,CUST-0149,PROD-012,10,172.71,Sur
TX-000276,2026-02-23,CUST-0128,PROD-007,8,365.49,
TX-000277,2026-02-02,CUST-0046,PROD-015,5,157.76,Este
TX-000278,2026-01-24,CUST-0066,PROD-024,5,105.94,Oeste
TX-000279,2026-03-16,CUST-0112,PROD-017,4,51.84,Este
TX-000280,2026-03-13,CUST-0013,PROD-004,7,218.01,Norte
TX-000281,2026-02-05,CUST-0137,PROD-022,10,224.73,Norte
TX-000282,2026-02-07,CUST-0086,PROD-013,4,380.8,Este
TX-000283,2026-03-25,CUST-0090,PROD-018,2,111.24,Norte
TX-000284,2026-03-30,CUST-0058,PROD-001,4,180.73,Sur
TX-000285,2026-01-25,CUST-0054,PROD-016,8,366.66,Este
TX-000286,2026-01-18,CUST-0012,PROD-013,9,373.28,Este
TX-000287,2026-03-23,CUST-0014,PROD-010,3,182.31,Este
TX-000288,2026-03-07,CUST-0121,PROD-012,7,214.72,Norte
TX-000289,2026-02-23,CUST-0121,PROD-002,9,146.93,Sur
TX-000290,2026-02-04,CUST-0020,PROD-023,11,420.66,Este
TX-000291,2026-03-21,CUST-0075,PROD-003,4,66.61,
TX-000292,2026-03-02,CUST-0144,PROD-010,10,421.18,Este
TX-000293,2026-02-10,CUST-0070,PROD-002,3,312.48,Oeste
TX-000294,2026-02-02,CUST-0056,PROD-023,5,246.23,Este
TX-000295,2026-03-09,CUST-0101,PROD-013,1,29.21,Este
TX-000296,2026-02-02,CUST-0132,PROD-013,3,221.88,Norte
TX-000297,2026-01-14,CUST-0111,PROD-018,8,192.37,Este
TX-000298,2026-01-21,CUST-0125,PROD-003,11,85.13,Este
TX-000299,2026-02-17,CUST-0132,PROD-007,8,300.54,Este
TX-000300,2026-01-20,CUST-0020,PROD-014,4,437.45,Sur
TX-000301,2026-01-08,CUST-0138,PROD-020,2,259.55,Este
TX-000302,2026-01-07,CUST-0024,PROD-017,8,325.92,Sur
TX-000303,2026-03-08,CUST-0037,PROD-021,8,44.78,Sur
TX-000304,2026-01-17,CUST-0054,PROD-012,10,196.69,Norte
TX-000305,2026-02-02,CUST-0103,PROD-016,4,65.62,Oeste
TX-000306,2026-02-17,CUST-0149,PROD-024,3,281.57,Norte
TX-000307,2026-03-17,CUST-0038,PROD-012,2,423.24,Norte
TX-000308,2026-02-28,CUST-0004,PROD-015,9,302.87,Sur
TX-000309,2026-03-27,CUST-0057,PROD-010,1,48.41,Este
TX-000310,2026-01-22,CUST-0020,PROD-007,7,169.28,Sur
TX-000311,2026-01-30,CUST-0017,PROD-020,5,254.54,Sur
TX-000312,2026-02-07,CUST-0119,PROD-005,8,190.4,Este
TX-000313,2026-02-20,CUST-0071,PROD-001,4,377.64,Sur
TX-000314,2026-02-23,CUST-0004,PROD-017,7,369.38,Oeste
TX-000315,2026-01-08,CUST-0014,PROD-003,5,281.15,Oeste
TX-000316,2026-01-27,CUST-0003,PROD-013,5,177.45,Sur
TX-000317,2026-01-27,CUST-0080,PROD-014,9,126.07,Sur
TX-000318,2026-01-21,CUST-0055,PROD-024,9,61.06,Este
TX-000319,2026-01-30,CUST-0132,PROD-018,9,169.38,Norte
TX-000320,2026-01-28,CUST-0120,PROD-004,6,194.73,Sur
TX-000321,2026-03-05,CUST-0024,PROD-018,6,308.98,Sur
TX-000322,2026-03-10,CUST-0082,PROD-005,5,301.3,Oeste
TX-000323,2026-03-02,CUST-0147,PROD-016,9,45.5,Norte
TX-000324,2026-02-17,CUST-0060,PROD-001,10,186.94,Este
TX-000325,2026-01-19,CUST-0147,PROD-021,8,94.07,Este
TX-000326,2026-01-04,CUST-0049,PROD-014,7,83.21,Sur
TX-000327,2026-02-04,CUST-0063,PROD-015,7,374.88,Norte
TX-000328,2026-03-05,CUST-0110,PROD-009,6,33.23,
TX-000329,2026-02-18,CUST-0109,PROD-015,5,197.34,Sur
TX-000330,2026-01-17,CUST-0076,PROD-017,4,88.17,Este
TX-000331,2026-02-13,CUST-0030,PROD-024,3,397.51,Norte
TX-000332,2026-01-30,CUST-0058,PROD-004,3,257.31,Sur
TX-000333,2026-02-15,CUST-0117,PROD-012,6,115.65,Sur
TX-000334,2026-01-06,CUST-0100,PROD-005,4,233.56,Norte
TX-000335,2026-02-06,CUST-0019,PROD-005,6,333.2,Norte
TX-000336,2026-01-24,CUST-0094,PROD-011,3,431.78,Oeste
TX-000337,2026-02-15,CUST-0113,PROD-006,4,110.89,Norte
TX-000338,2026-02-22,CUST-0146,PROD-007,9,400.49,Norte
TX-000339,2026-03-01,CUST-0063,PROD-024,5,421.42,Sur
TX-000340,2026-03-04,CUST-0116,PROD-014,7,413.64,Este
TX-000341,2026-03-26,CUST-0113,PROD-024,10,291.41,Norte
TX-000342,2026-02-01,CUST-0047,PROD-011,2,288.97,Este
TX-000343,2026-03-28,CUST-0057,PROD-013,5,190.4,Norte
TX-000344,2026-02-02,CUST-0118,PROD-002,9,342.29,Norte
TX-000345,2026-03-08,CUST-0045,PROD-007,11,246.11,Norte
TX-000346,2026-01-18,CUST-0145,PROD-020,3,309.69,Oeste
TX-000347,2026-01-25,CUST-0004,PROD-004,9,201.38,Norte
TX-000348,2026-02-23,CUST-0148,PROD-008,11,333.2,Norte
TX-000349,2026-02-27,CUST-0047,PROD-020,6,373.65,Sur
TX-000350,2026-03-08,CUST-0143,PROD-022,4,78.7,Oeste
TX-000351,2026-02-15,CUST-0047,PROD-021,7,377.32,Norte
TX-000352,2026-01-24,CUST-0078,PROD-019,8,250.03,Sur
TX-000353,2026-02-01,CUST-0124,PROD-013,6,382.43,Norte
TX-000354,2026-02-16,CUST-0075,PROD-014,5,202.62,Sur
TX-000355,2026-03-27,CUST-0103,PROD-010,6,179.88,Este
TX-000356,2026-01-23,CUST-0137,PROD-011,5,413.05,Este
TX-000357,2026-03-07,CUST-0090,PROD-002,8,124.26,Sur
TX-000358,2026-01-27,CUST-0144,PROD-009,1,382.23,Sur
TX-000359,2026-01-02,CUST-0069,PROD-017,11,225.55,Norte
TX-000360,2026-03-31,CUST-0061,PROD-003,7,238.63,Sur
TX-000361,2026-01-17,CUST-0138,PROD-024,10,149.18,Norte
TX-000362,2026-02-02,CUST-0050,PROD-006,10,264.27,Este
TX-000363,2026-01-09,CUST-0003,PROD-005,11,156.47,
TX-000364,2026-02-12,CUST-0107,PROD-005,2,32.08,
TX-000365,2026-02-17,CUST-0113,PROD-022,9,133.32,Oeste
TX-000366,2026-02-08,CUST-0094,PROD-015,1,17.77,Este
TX-000367,2026-02-11,CUST-0118,PROD-023,11,440.58,Este
TX-000368,2026-01-26,CUST-0081,PROD-017,10,435.1,Sur
TX-000369,2026-02-19,CUST-0109,PROD-009,6,186.89,Este
TX-000370,2026-01-25,CUST-0051,PROD-003,9,331.84,Sur
TX-000371,2026-01-24,CUST-0147,PROD-020,1,165.43,Sur
TX-000372,2026-01-13,CUST-0035,PROD-017,4,306.93,Este
TX-000373,2026-03-01,CUST-0046,PROD-010,4,365.36,Sur
TX-000374,2026-01-07,CUST-0069,PROD-003,9,426.84,Sur
TX-000375,2026-02-26,CUST-0093,PROD-018,11,189.09,Oeste
TX-000376,2026-02-05,CUST-0064,PROD-018,5,355.73,Norte
TX-000377,2026-02-14,CUST-0049,PROD-017,5,130.68,Sur
TX-000378,2026-01-20,CUST-0149,PROD-024,6,445.79,Oeste
TX-000379,2026-03-06,CUST-0074,PROD-003,1,26.21,Este
TX-000380,2026-01-08,CUST-0005,PROD-003,1,277.54,Este
TX-000381,2026-01-16,CUST-0100,PROD-006,9,301.89,Norte
TX-000382,2026-01-14,CUST-0070,PROD-013,3,314.3,Sur
TX-000383,2026-03-17,CUST-0090,PROD-024,4,67.37,Oeste
TX-000384,2026-03-28,CUST-0004,PROD-015,1,423.26,Este
TX-000385,2026-01-15,CUST-0126,PROD-009,9,93.81,Sur
TX-000386,2026-03-07,CUST-0039,PROD-004,8,285.9,Norte
TX-000387,2026-02-01,CUST-0129,PROD-014,2,111.86,Norte
TX-000388,2026-03-28,CUST-0024,PROD-005,8,148.64,
TX-000389,2026-03-04,CUST-0057,PROD-002,7,252.71,Sur
